# Efflux Pump Analysis — H7 Assessment
# Date: 2026-03-23

## Summary
M5 efflux pump genes: 521
I6 efflux pump genes: 823
Difference: -302

## M5 efflux genes
Locus_tag	Start	Stop	Product	IS_within_5kb
NKFIDM_04671	5283866	5284828	carbamate kinase	YES (1 IS)
NKFIDM_04672	5284866	5286281	arginine-ornithine antiporter	YES (1 IS)
NKFIDM_04702	5319290	5321038	ABC transporter family protein	no
NKFIDM_04776	5419674	5421329	Drug resistance MFS transporter, drug:H+ antiporter-2 family protein	YES (1 IS)
NKFIDM_04777	5421329	5421769	MarR family protein	YES (1 IS)
NKFIDM_04781	5425238	5426566	Carbohydrate ABC transporter substrate-binding protein	YES (1 IS)
NKFIDM_04801	5452091	5453128	ABC transporter substrate-binding protein	no
NKFIDM_04803	5454163	5454945	ABC transporter family protein	no
NKFIDM_04809	5458859	5459899	Protein-glutamate methylesterase/protein-glutamine glutaminase	no
NKFIDM_04810	5459924	5460739	protein-glutamate O-methyltransferase	no
NKFIDM_04895	5573192	5574163	ABC transporter substrate-binding protein	no
NKFIDM_04901	5579359	5580120	ABC transporter family protein	no
NKFIDM_04902	5580117	5580914	ABC transporter family protein	no
NKFIDM_04904	5581759	5582706	nickel ABC transporter permease	no
NKFIDM_04905	5582707	5584260	nickel ABC transporter substrate-binding protein	no
NKFIDM_04912	5591065	5591667	ABC transporter family protein	no
NKFIDM_04916	5594408	5596063	ABC transporter substrate-binding protein	no
NKFIDM_04918	5597120	5597899	ABC transporter family protein	no
NKFIDM_04919	5597880	5598893	ABC transporter substrate-binding protein	no
NKFIDM_04920	5599160	5599318	ABC transporter ATP-binding protein	no
NKFIDM_04924	5601016	5602410	Drug resistance MFS transporter, drug:H+ antiporter-2 family protein	no
NKFIDM_05031	5691819	5693204	UDP-N-acetylmuramate--L-alanine ligase	YES (1 IS)
NKFIDM_05037	5701732	5702673	ABC transporter family protein	no
NKFIDM_05040	5704347	5705648	glutamate-1-semialdehyde 2,1-aminomutase	no
NKFIDM_05061	5731427	5732431	Dipeptide ABC transporter, permease protein DppB	YES (1 IS)
NKFIDM_05063	5734214	5735194	ABC transporter domain-containing protein	YES (1 IS)
NKFIDM_05064	5735191	5736180	Oligopeptide ABC transporter, ATP-binding protein AppD	no
NKFIDM_05070	5740205	5741113	ABC transporter family protein	no
NKFIDM_05071	5741110	5741817	ABC transporter permease	no
NKFIDM_05091	5761835	5762281	HTH marR-type domain-containing protein	no
NKFIDM_05141	5816772	5817989	Bacterial ABC transporter EcsB family protein	no
NKFIDM_05157	5834177	5834926	MerR regulatory family protein	YES (1 IS)
NKFIDM_05212	5893984	5894838	ABC transporter permease subunit	no
NKFIDM_05213	5894855	5895808	ABC transporter permease subunit	no
NKFIDM_05216	5899551	5900816	MFS transporter	YES (1 IS)
NKFIDM_05284	5972052	5973089	methionine ABC transporter ATP-binding protein	no
NKFIDM_05299	5993560	5994441	ABC transporter permease subunit	no
NKFIDM_05309	6004938	6006071	Outer membrane efflux family protein	no
NKFIDM_05310	6006274	6007731	Efflux RND transporter periplasmic adaptor subunit	no
NKFIDM_05311	6007728	6008450	ABC transporter family protein	no
NKFIDM_05318	6017750	6018919	MFS transporter	no
NKFIDM_05357	6055865	6056782	ABC transporter family protein	no
NKFIDM_05360	6058589	6059593	UDP-N-acetylmuramate dehydrogenase	no
NKFIDM_05379	6073272	6074543	MFS transporter	no
NKFIDM_05472	6175264	6175758	K(+)/H(+) antiporter subunit khtT	no
NKFIDM_05477	6180674	6181984	ABC transporter ATP-binding protein	no
NKFIDM_05484	6193388	6194389	Sugar ABC transporter permease	no
NKFIDM_05565	6268669	6269532	ABC transporter permease	YES (1 IS)
NKFIDM_05568	6272336	6273223	ABC transporter family protein	no
NKFIDM_05581	6284422	6285132	(pseudo) MFS transporter	no
NKFIDM_05600	6309050	6309883	ABC transporter permease subunit	YES (1 IS)
NKFIDM_05601	6309898	6310806	ABC transporter permease subunit	YES (1 IS)
NKFIDM_05652	6350877	6351518	ABC transporter permease	YES (1 IS)
NKFIDM_05666	6360816	6361829	carbohydrate ABC transporter permease	YES (1 IS)
NKFIDM_05669	6365357	6365845	MarR family protein	YES (1 IS)
NKFIDM_05675	6371210	6371488	MarR family winged helix-turn-helix transcriptional regulator	YES (1 IS)
NKFIDM_05678	6373188	6374027	MFS transporter	no
NKFIDM_05684	6377974	6378405	MerR family transcriptional regulator	no
NKFIDM_05755	6431298	6432155	ABC transporter permease subunit	no
NKFIDM_05756	6432152	6433033	ABC transporter permease subunit	no
NKFIDM_05779	6457976	6459436	glutamate--tRNA ligase	no
NKFIDM_05800	6484837	6486342	Efflux transporter, RND family, MFP subunit	no
NKFIDM_05801	6486371	6487909	DHA2 family efflux MFS transporter permease subunit	no
NKFIDM_05882	6591467	6592306	Acetylglutamate kinase	no
NKFIDM_05883	6592424	6593659	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	no
NKFIDM_05961	6689242	6690600	Efflux RND transporter periplasmic adaptor subunit	no
NKFIDM_05962	6690635	6693769	AcrB/AcrD/AcrF family protein	no
NKFIDM_05998	6731953	6732837	ABC transporter permease subunit	YES (2 IS)
NKFIDM_06007	6741954	6743015	ABC transporter family protein	YES (1 IS)
NKFIDM_06008	6743047	6744702	ABC transporter permease subunit	YES (1 IS)
NKFIDM_06016	6752770	6753333	Putative manganese efflux pump MntP	no
NKFIDM_06031	6767735	6768025	MarR family transcriptional regulator	no
NKFIDM_06110	6820228	6820656	ABC transporter permease	no
NKFIDM_06126	6833983	6835194	MFS transporter	YES (1 IS)
NKFIDM_06131	6840013	6841239	MFS transporter	no
NKFIDM_06133	6843966	6844811	Formate/nitrite transporter	no
NKFIDM_06136	6847997	6848860	ABC transporter ATP-binding protein	no
NKFIDM_06161	6877141	6879069	ABC transporter ATP-binding protein	YES (1 IS)
NKFIDM_06162	6879066	6880802	ABC transporter family protein	YES (1 IS)
NKFIDM_06163	6880818	6881282	HTH marR-type domain-containing protein	no
NKFIDM_06170	6887580	6888953	NADP-specific glutamate dehydrogenase	no
NKFIDM_06179	6899521	6901197	ABC transporter permease	no
NKFIDM_06180	6901200	6901988	ABC transporter family protein	no
NKFIDM_06185	6905513	6907345	ABC transporter family protein	no
NKFIDM_06190	6910877	6911917	ABC transporter substrate-binding protein	no
NKFIDM_06191	6911983	6912744	ABC transporter family protein	no
NKFIDM_06202	6921035	6922516	DHA2 family efflux MFS transporter permease subunit	YES (1 IS)
NKFIDM_06209	6928263	6928751	MarR family protein	YES (1 IS)
NKFIDM_06216	6937941	6938771	ABC transporter permease subunit	no
NKFIDM_06222	6946659	6947975	Carbohydrate ABC transporter substrate-binding protein	no
NKFIDM_06223	6948052	6948924	ABC transporter permease subunit	no
NKFIDM_06224	6948924	6949754	ABC transporter permease subunit	no
NKFIDM_06233	6961614	6962561	Formate/nitrite transporter family protein	no
NKFIDM_06240	6970908	6971870	ABC transporter permease subunit	no
NKFIDM_06250	6983594	6984052	MarR family protein	no
NKFIDM_06253	6986683	6987885	MFS transporter	no
NKFIDM_06261	7001867	7002748	ABC transporter permease subunit	no
NKFIDM_06275	7020762	7021604	ABC transporter permease subunit	no
NKFIDM_06276	7021624	7022502	ABC transporter permease subunit	no
NKFIDM_06277	7022495	7023553	ABC transporter family protein	no
NKFIDM_06283	7029775	7030785	Phosphate/phosphite/phosphonate ABC transporter substrate-binding protein	no
NKFIDM_06284	7030965	7031765	phosphonate ABC transporter ATP-binding protein	no
NKFIDM_06285	7031765	7032580	phosphonate ABC transporter, permease protein PhnE	no
NKFIDM_06286	7032577	7033383	phosphonate ABC transporter, permease protein PhnE	no
NKFIDM_06288	7034211	7034651	MarR family protein	no
NKFIDM_06297	7044246	7045079	ABC transporter permease subunit	YES (1 IS)
NKFIDM_06298	7045079	7045921	ABC transporter permease subunit	YES (1 IS)
NKFIDM_06313	7058607	7060184	L-glutamate gamma-semialdehyde dehydrogenase	no
NKFIDM_06314	7060235	7061497	Glutamate dehydrogenase	no
NKFIDM_06321	7068752	7069912	RND transporter	YES (1 IS)
NKFIDM_06322	7069930	7070802	ABC transporter permease subunit	YES (1 IS)
NKFIDM_06335	7082394	7083290	ABC transporter permease subunit	no
NKFIDM_06359	7114297	7115817	putative multidrug resistance protein NorM	YES (1 IS)
NKFIDM_06396	7152233	7153057	ABC transporter permease subunit	no
NKFIDM_06397	7153076	7154011	ABC transporter permease subunit	no
NKFIDM_06425	7180289	7181989	ABC transporter family protein	no
NKFIDM_06430	7188106	7188810	ABC transporter family protein	no
NKFIDM_06469	7227867	7228673	ABC transporter permease subunit	no
NKFIDM_06470	7228709	7229512	ABC transporter family protein	no
NKFIDM_06471	7229499	7230872	MATE efflux family protein	no
NKFIDM_06472	7230934	7232043	Aliphatic sulfonate ABC transporter substrate-binding protein	no
NKFIDM_06475	7233359	7234819	p-aminobenzoyl-glutamate hydrolase subunit B	no
NKFIDM_06534	7289571	7290557	MerR family transcriptional regulator	no
NKFIDM_06543	7301302	7301802	MerR family transcriptional regulator	no
NKFIDM_06545	7302750	7303832	Iron-siderophore ABC transporter substrate-binding protein	no
NKFIDM_06548	7305893	7306690	ABC transporter family protein	no
NKFIDM_06557	7317016	7317390	MerR family transcriptional regulator	no
NKFIDM_06564	7322884	7324275	MATE efflux family protein	no
NKFIDM_06574	7330340	7331602	MATE family efflux transporter	YES (1 IS)
NKFIDM_06578	7335133	7335906	ABC transporter family protein	YES (1 IS)
NKFIDM_06580	7336884	7337378	MarR family transcriptional regulator	YES (1 IS)
NKFIDM_06635	7398673	7399344	ABC transporter permease subunit	YES (1 IS)
NKFIDM_06663	7430989	7432032	ABC transporter domain-containing protein	no
NKFIDM_06666	7434040	7435011	ABC transporter, permease protein	no
NKFIDM_06672	7439739	7441004	MFS transporter	no

## I6 efflux genes
Locus_tag	Start	Stop	Product
LMZ02_RS00085	14820	15314	cation:proton antiporter regulatory subunit
LMZ02_RS00105	18551	20233	ABC transporter permease
LMZ02_RS00110	20230	21510	ABC transporter ATP-binding protein
LMZ02_RS00140	31890	32813	carbohydrate ABC transporter permease
LMZ02_RS00145	32785	33786	carbohydrate ABC transporter permease
LMZ02_RS00545	106021	108222	ABC transporter permease/M1 family aminopeptidase
LMZ02_RS00550	108219	109106	ABC transporter ATP-binding protein
LMZ02_RS00625	119757	121013	MFS transporter
LMZ02_RS00680	133572	134378	carbohydrate ABC transporter permease
LMZ02_RS00685	134380	135267	carbohydrate ABC transporter permease
LMZ02_RS00690	135347	136687	ABC transporter substrate-binding protein
LMZ02_RS00720	143586	145007	ABC transporter substrate-binding protein
LMZ02_RS00725	145048	145881	carbohydrate ABC transporter permease
LMZ02_RS00730	145896	146804	carbohydrate ABC transporter permease
LMZ02_RS00750	151141	152454	MFS transporter
LMZ02_RS00770	158179	159123	carbohydrate ABC transporter permease
LMZ02_RS00775	159174	160094	ABC transporter permease
LMZ02_RS00810	167665	168543	carbohydrate ABC transporter permease
LMZ02_RS00815	168562	169551	carbohydrate ABC transporter permease
LMZ02_RS00820	169592	170917	ABC transporter substrate-binding protein
LMZ02_RS00840	175710	176189	MarR family transcriptional regulator
LMZ02_RS00870	181380	181832	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS00880	182988	184370	MFS transporter
LMZ02_RS00905	187982	188155	MFS transporter
LMZ02_RS00910	188317	188730	MerR family transcriptional regulator
LMZ02_RS01265	241526	242380	carbohydrate ABC transporter permease
LMZ02_RS01270	242380	243261	carbohydrate ABC transporter permease
LMZ02_RS01275	243298	244617	ABC transporter substrate-binding protein
LMZ02_RS01390	268204	269667	glutamate--tRNA ligase
LMZ02_RS01470	288061	289455	ABC transporter substrate-binding protein
LMZ02_RS01475	289534	290949	ABC transporter substrate-binding protein
LMZ02_RS01480	290991	292406	ABC transporter substrate-binding protein
LMZ02_RS01495	294785	296290	efflux RND transporter periplasmic adaptor subunit
LMZ02_RS01500	296319	297857	DHA2 family efflux MFS transporter permease subunit
LMZ02_RS01595	323614	325263	ABC transporter ATP-binding protein
LMZ02_RS01600	325274	326056	ABC transporter permease
LMZ02_RS01630	332688	333539	carbohydrate ABC transporter permease
LMZ02_RS01635	333543	334427	carbohydrate ABC transporter permease
LMZ02_RS01800	380959	382320	CynX/NimT family MFS transporter
LMZ02_RS01805	382803	383603	MFS transporter
LMZ02_RS01840	392239	393078	acetylglutamate kinase
LMZ02_RS01845	393178	394413	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ
LMZ02_RS02225	488837	490195	efflux RND transporter periplasmic adaptor subunit
LMZ02_RS02230	490230	493364	efflux RND transporter permease subunit
LMZ02_RS02400	529948	531267	ABC transporter substrate-binding protein
LMZ02_RS02405	531358	532242	carbohydrate ABC transporter permease
LMZ02_RS02410	532239	533072	carbohydrate ABC transporter permease
LMZ02_RS02435	538682	539704	ABC transporter substrate-binding protein
LMZ02_RS02440	539754	540815	ABC transporter ATP-binding protein
LMZ02_RS02445	540847	542502	ABC transporter permease
LMZ02_RS02450	542522	543589	ABC transporter substrate-binding protein
LMZ02_RS02485	550569	551129	manganese efflux pump MntP family protein
LMZ02_RS02590	572215	573426	MFS transporter
LMZ02_RS02615	578245	579471	MFS transporter
LMZ02_RS02625	582198	583043	formate/nitrite transporter family protein
LMZ02_RS02640	586230	587093	ABC transporter ATP-binding protein
LMZ02_RS02760	613655	614908	OFA family MFS transporter
LMZ02_RS02765	615374	617302	ABC transporter ATP-binding protein
LMZ02_RS02770	617299	619026	ABC transporter ATP-binding protein
LMZ02_RS02775	619051	619515	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS02810	625812	627185	NADP-specific glutamate dehydrogenase
LMZ02_RS02860	639427	640224	ABC transporter ATP-binding protein
LMZ02_RS02875	642343	643704	ABC transporter substrate-binding protein
LMZ02_RS02880	643733	645463	ABC transporter ATP-binding protein
LMZ02_RS02905	649097	650137	siderophore ABC transporter substrate-binding protein
LMZ02_RS02910	650203	650964	ABC transporter ATP-binding protein
LMZ02_RS02915	650961	651914	iron chelate uptake ABC transporter family permease subunit
LMZ02_RS02920	651898	652857	ABC transporter permease
LMZ02_RS02965	658990	660471	MDR family MFS transporter
LMZ02_RS02995	664695	665183	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS03010	668335	669660	ABC transporter substrate-binding protein
LMZ02_RS03025	673486	674373	carbohydrate ABC transporter permease
LMZ02_RS03030	674373	675203	carbohydrate ABC transporter permease
LMZ02_RS03060	683109	684404	ABC transporter substrate-binding protein
LMZ02_RS03065	684481	685353	carbohydrate ABC transporter permease
LMZ02_RS03070	685353	686183	carbohydrate ABC transporter permease
LMZ02_RS03125	698240	699187	formate/nitrite transporter family protein
LMZ02_RS03160	706572	707531	carbohydrate ABC transporter permease
LMZ02_RS03165	707533	708495	ABC transporter permease
LMZ02_RS03220	720217	720675	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS03235	723306	724508	MFS transporter
LMZ02_RS03275	738798	739679	carbohydrate ABC transporter permease
LMZ02_RS03280	739695	740627	ABC transporter permease
LMZ02_RS03315	751017	752231	MFS transporter
LMZ02_RS03340	756336	757670	ABC transporter substrate-binding protein
LMZ02_RS03345	757747	758565	ABC transporter permease subunit
LMZ02_RS03350	758609	759487	carbohydrate ABC transporter permease
LMZ02_RS03355	759480	760538	ABC transporter ATP-binding protein
LMZ02_RS03385	766761	767771	phosphate/phosphite/phosphonate ABC transporter substrate-binding protein
LMZ02_RS03390	767951	768751	phosphonate ABC transporter ATP-binding protein
LMZ02_RS03395	768751	769566	phosphonate ABC transporter%2C permease protein PhnE
LMZ02_RS03400	769563	770369	phosphonate ABC transporter%2C permease protein PhnE
LMZ02_RS03410	771196	771636	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS03425	773061	774107	ABC transporter substrate-binding protein
LMZ02_RS03430	774357	775562	MFS transporter
LMZ02_RS03445	778015	778155	sugar ABC transporter permease
LMZ02_RS03465	781253	782086	carbohydrate ABC transporter permease
LMZ02_RS03470	782086	782928	carbohydrate ABC transporter permease
LMZ02_RS03475	783010	784389	ABC transporter substrate-binding protein
LMZ02_RS03535	795417	796994	L-glutamate gamma-semialdehyde dehydrogenase
LMZ02_RS03575	804155	805489	ABC transporter substrate-binding protein
LMZ02_RS03580	805562	806722	efflux RND transporter periplasmic adaptor subunit
LMZ02_RS03585	806740	807612	carbohydrate ABC transporter permease
LMZ02_RS03590	807642	808559	carbohydrate ABC transporter permease
LMZ02_RS03650	818453	819187	carbohydrate ABC transporter permease
LMZ02_RS03655	819203	820099	carbohydrate ABC transporter permease
LMZ02_RS03660	820171	821469	ABC transporter substrate-binding protein
LMZ02_RS03770	849632	850954	MATE family efflux transporter
LMZ02_RS03935	883390	884214	carbohydrate ABC transporter permease
LMZ02_RS03940	884233	885168	carbohydrate ABC transporter permease
LMZ02_RS03945	885185	886477	ABC transporter substrate-binding protein
LMZ02_RS03975	893527	894252	MerR family DNA-binding transcriptional regulator
LMZ02_RS04260	947417	948223	ABC transporter permease
LMZ02_RS04265	948259	949062	ABC transporter ATP-binding protein
LMZ02_RS04270	949049	950422	MATE family efflux transporter
LMZ02_RS04275	950484	951593	ABC transporter substrate-binding protein
LMZ02_RS04580	1008955	1010169	MerR family transcriptional regulator
LMZ02_RS04630	1020901	1021401	MerR family transcriptional regulator
LMZ02_RS04640	1022355	1023431	iron-siderophore ABC transporter substrate-binding protein
LMZ02_RS04645	1023424	1024464	FecCD family ABC transporter permease
LMZ02_RS04650	1024461	1025492	FecCD family ABC transporter permease
LMZ02_RS04655	1025492	1026289	ABC transporter ATP-binding protein
LMZ02_RS04695	1035495	1035950	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS04700	1036612	1036986	MerR family transcriptional regulator
LMZ02_RS04735	1042480	1043871	MATE family efflux transporter
LMZ02_RS04780	1049846	1051198	MATE family efflux transporter
LMZ02_RS04800	1054729	1055502	ABC transporter ATP-binding protein
LMZ02_RS04810	1056480	1056974	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS04825	1059333	1060776	ABC transporter permease
LMZ02_RS04830	1060773	1061456	ABC transporter ATP-binding protein
LMZ02_RS04855	1065539	1067032	peptide MFS transporter
LMZ02_RS04890	1072301	1072750	MerR family transcriptional regulator
LMZ02_RS04925	1077912	1078388	MarR family transcriptional regulator
LMZ02_RS04970	1084542	1085978	MFS transporter
LMZ02_RS05040	1096228	1097082	carbohydrate ABC transporter permease
LMZ02_RS05045	1097156	1097971	carbohydrate ABC transporter permease
LMZ02_RS05050	1098028	1099449	ABC transporter substrate-binding protein
LMZ02_RS05120	1115522	1116259	amino acid ABC transporter ATP-binding protein
LMZ02_RS05125	1116274	1116945	amino acid ABC transporter permease
LMZ02_RS05130	1116979	1117773	amino acid ABC transporter substrate-binding protein
LMZ02_RS05260	1148584	1149627	ABC transporter ATP-binding protein
LMZ02_RS05265	1149624	1150652	ABC transporter ATP-binding protein
LMZ02_RS05270	1150619	1151629	ABC transporter permease
LMZ02_RS05275	1151635	1152606	ABC transporter permease
LMZ02_RS05305	1157334	1158599	MFS transporter
LMZ02_RS05510	1199583	1200467	carbohydrate ABC transporter permease
LMZ02_RS05515	1200486	1201325	carbohydrate ABC transporter permease
LMZ02_RS05520	1201394	1202815	ABC transporter substrate-binding protein
LMZ02_RS05590	1223831	1225462	formate--tetrahydrofolate ligase
LMZ02_RS05820	1273422	1275203	ABC transporter substrate-binding protein
LMZ02_RS05825	1275209	1276165	ABC transporter permease
LMZ02_RS05830	1276181	1277116	oligopeptide ABC transporter permease
LMZ02_RS05835	1277128	1278108	ABC transporter ATP-binding protein
LMZ02_RS05840	1278101	1279066	ABC transporter ATP-binding protein
LMZ02_RS05910	1296630	1297211	aminodeoxychorismate/anthranilate synthase component II
LMZ02_RS06285	1369253	1370374	ABC transporter ATP-binding protein
LMZ02_RS06400	1394710	1395543	carbohydrate ABC transporter permease
LMZ02_RS06405	1395547	1396479	carbohydrate ABC transporter permease
LMZ02_RS06410	1396562	1397878	ABC transporter substrate-binding protein
LMZ02_RS06425	1400779	1401513	ABC transporter permease
LMZ02_RS06430	1401515	1402231	ABC transporter permease
LMZ02_RS06435	1402228	1403142	ABC transporter ATP-binding protein
LMZ02_RS06580	1429740	1431041	ABC transporter substrate-binding protein
LMZ02_RS06590	1431824	1432771	carbohydrate ABC transporter permease
LMZ02_RS06595	1432761	1433618	carbohydrate ABC transporter permease
LMZ02_RS06605	1435655	1436629	ABC transporter ATP-binding protein
LMZ02_RS06610	1436626	1437477	ABC transporter permease
LMZ02_RS06615	1437474	1438280	ABC transporter permease
LMZ02_RS06620	1438755	1439807	ABC transporter substrate-binding protein
LMZ02_RS06665	1448450	1449733	ABC transporter substrate-binding protein
LMZ02_RS06710	1459185	1459973	ABC transporter permease
LMZ02_RS06715	1459948	1461024	ABC transporter substrate-binding protein
LMZ02_RS06720	1461034	1461732	ABC transporter ATP-binding protein
LMZ02_RS06780	1476323	1477540	MFS transporter
LMZ02_RS06925	1505046	1506293	MFS transporter
LMZ02_RS06975	1517249	1517915	carbohydrate ABC transporter permease
LMZ02_RS31825	1539089	1539176	carbohydrate ABC transporter permease
LMZ02_RS07110	1541857	1542153	ABC transporter permease subunit
LMZ02_RS07210	1568534	1569328	ABC transporter permease
LMZ02_RS07215	1569342	1570121	ABC transporter permease
LMZ02_RS07220	1570114	1571037	ABC transporter ATP-binding protein
LMZ02_RS07240	1573644	1573958	ABC transporter permease
LMZ02_RS07245	1573955	1574266	ABC transporter permease
LMZ02_RS07295	1582225	1583049	MerR family transcriptional regulator
LMZ02_RS07315	1586460	1588916	Na+/H+ antiporter subunit A
LMZ02_RS07320	1588903	1589325	Na(+)/H(+) antiporter subunit B
LMZ02_RS07325	1589327	1589668	Na(+)/H(+) antiporter subunit C
LMZ02_RS07330	1589661	1591136	Na+/H+ antiporter subunit D
LMZ02_RS07335	1591151	1591630	Na+/H+ antiporter subunit E
LMZ02_RS07340	1591627	1591908	Na(+)/H(+) antiporter subunit F1
LMZ02_RS07345	1591883	1592308	Na+/H+ antiporter subunit G
LMZ02_RS07405	1607863	1609482	ABC transporter substrate-binding protein
LMZ02_RS07410	1609498	1610409	ABC transporter permease
LMZ02_RS07415	1610436	1611377	carbohydrate ABC transporter permease
LMZ02_RS07480	1626626	1627783	ABC transporter substrate-binding protein
LMZ02_RS07485	1627895	1628815	ABC transporter permease
LMZ02_RS07490	1628815	1629624	ABC transporter permease
LMZ02_RS07495	1629621	1630670	ABC transporter ATP-binding protein
LMZ02_RS07685	1670297	1672111	ABC transporter ATP-binding protein
LMZ02_RS07690	1672101	1673849	ABC transporter ATP-binding protein
LMZ02_RS07845	1710114	1711391	sugar ABC transporter substrate-binding protein
LMZ02_RS07850	1711495	1712370	carbohydrate ABC transporter permease
LMZ02_RS07855	1712370	1713206	carbohydrate ABC transporter permease
LMZ02_RS08045	1757225	1757602	MerR family transcriptional regulator
LMZ02_RS08050	1757769	1759139	efflux RND transporter periplasmic adaptor subunit
LMZ02_RS08055	1759132	1762281	efflux RND transporter permease subunit
LMZ02_RS08075	1766177	1767046	carbohydrate ABC transporter permease
LMZ02_RS08080	1767046	1767885	carbohydrate ABC transporter permease
LMZ02_RS08155	1794503	1795666	multiple monosaccharide ABC transporter permease
LMZ02_RS08160	1795671	1797200	multiple monosaccharide ABC transporter ATP-binding protein
LMZ02_RS08165	1797340	1798494	multiple monosaccharide ABC transporter substrate-binding protein
LMZ02_RS08175	1799346	1800692	MFS transporter
LMZ02_RS08250	1831773	1832606	carbohydrate ABC transporter permease
LMZ02_RS08255	1832603	1833499	carbohydrate ABC transporter permease
LMZ02_RS08260	1833517	1834821	ABC transporter substrate-binding protein
LMZ02_RS08335	1857927	1858739	formate/nitrite transporter family protein
LMZ02_RS08370	1869733	1871229	ABC transporter substrate-binding protein
LMZ02_RS08375	1871318	1872247	ABC transporter permease
LMZ02_RS08380	1872273	1873190	carbohydrate ABC transporter permease
LMZ02_RS08615	1941065	1942189	sugar ABC transporter substrate-binding protein
LMZ02_RS08625	1942926	1944284	MATE family efflux transporter
LMZ02_RS08650	1951597	1952910	maltose ABC transporter substrate-binding protein
LMZ02_RS08655	1953009	1954310	carbohydrate ABC transporter permease
LMZ02_RS08660	1954307	1955152	sugar ABC transporter permease
LMZ02_RS08680	1958991	1960373	3-phosphoshikimate 1-carboxyvinyltransferase
LMZ02_RS08685	1960435	1961832	MATE family efflux transporter
LMZ02_RS08750	1978147	1979418	SLC45 family MFS transporter
LMZ02_RS08755	1979512	1980746	MFS transporter
LMZ02_RS08840	1999571	2000860	ABC transporter substrate-binding protein
LMZ02_RS08845	2000950	2001825	carbohydrate ABC transporter permease
LMZ02_RS08850	2001850	2002680	carbohydrate ABC transporter permease
LMZ02_RS08890	2011672	2012475	ABC transporter ATP-binding protein
LMZ02_RS08895	2012536	2013309	ABC transporter permease
LMZ02_RS08905	2013636	2014685	ABC transporter substrate-binding protein
LMZ02_RS08935	2020793	2021869	sulfate ABC transporter substrate-binding protein
LMZ02_RS08940	2021969	2022799	sulfate ABC transporter permease subunit CysT
LMZ02_RS08945	2022841	2023701	sulfate ABC transporter permease subunit CysW
LMZ02_RS09135	2061917	2062795	carbohydrate ABC transporter permease
LMZ02_RS09140	2062830	2063708	carbohydrate ABC transporter permease
LMZ02_RS09165	2071935	2073953	Na+/H+ antiporter
LMZ02_RS09225	2086600	2087598	ABC transporter substrate-binding protein
LMZ02_RS09380	2113300	2113686	MerR family transcriptional regulator
LMZ02_RS09405	2119744	2120634	ABC transporter permease
LMZ02_RS09410	2120653	2121531	carbohydrate ABC transporter permease
LMZ02_RS09515	2153139	2154236	autoinducer 2 ABC transporter substrate-binding protein
LMZ02_RS09535	2158205	2159527	MFS transporter
LMZ02_RS09570	2168422	2169723	ABC transporter substrate-binding protein
LMZ02_RS09575	2169877	2170761	carbohydrate ABC transporter permease
LMZ02_RS09580	2170758	2171585	carbohydrate ABC transporter permease
LMZ02_RS09815	2226733	2227638	ABC transporter ATP-binding protein
LMZ02_RS09820	2227631	2228920	ABC transporter permease
LMZ02_RS09895	2246207	2247373	MFS transporter
LMZ02_RS09915	2250849	2251670	carbohydrate ABC transporter permease
LMZ02_RS09920	2251667	2252536	carbohydrate ABC transporter permease
LMZ02_RS09930	2253934	2255202	ABC transporter substrate-binding protein
LMZ02_RS09985	2267507	2269120	ABC transporter ATP-binding protein
LMZ02_RS10000	2273282	2274811	MDR family MFS transporter
LMZ02_RS10015	2275516	2275986	MarR family winged helix-turn-helix transcriptional regulator
LMZ02_RS10020	2276250	2276954	ABC transporter ATP-binding protein
LMZ02_RS10025	2276969	2278240	ABC transporter permease
LMZ02_RS10055	2284702	2285361	methionine ABC transporter permease
LMZ02_RS10060	2285355	2286389	methionine ABC transporter ATP-binding protein
LMZ02_RS10070	2287644	2288468	MetQ/NlpA family ABC transporter substrate-binding protein
LMZ02_RS10255	2332128	2332967	carbohydrate ABC transporter permease
LMZ02_RS10260	2332969	2333835	carbohydrate ABC transporter permease
LMZ02_RS10265	2333977	2335434	ABC transporter substrate-binding protein
LMZ02_RS10270	2335588	2336709	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
LMZ02_RS10280	2338897	2340210	glutamate-1-semialdehyde 2%2C1-aminomutase
LMZ02_RS10350	2356244	2357044	ABC transporter ATP-binding protein
LMZ02_RS10355	2357044	2358039	FecCD family ABC transporter permease
LMZ02_RS10360	2358039	2358995	ABC transporter substrate-binding protein
LMZ02_RS10380	2363339	2364244	heme ABC transporter substrate-binding protein IsdE
LMZ02_RS10385	2364289	2365281	FecCD family ABC transporter permease
LMZ02_RS10390	2365271	2366041	ABC transporter ATP-binding protein
